TF	target	importance
CD82	TNFRSF4	0.050742622188146354
LAIR2	TNFRSF25	0.05071739236759475
IL32	TIGIT	0.050647259510414606
HSPA8	TSPAN13	0.050512973688183783
LAIR2	ITM2A	0.05047022565655028
PTPRCAP	LAT	0.050464099159349095
IL32	APOBEC3G	0.05024922939919392
HLA-DQA1	SRGN	0.05016721463521691
GNLY	PTPRCAP	0.05012636766337765
CD3E	SIT1	0.0500050900741904
TMSB4X	BIRC3	0.0499288158465467
SLC9A3R1	TCF7	0.04981137334880092
CD3E	TRAT1	0.04975834749727128
LAIR2	GNLY	0.04945766421127817
HLA-DRB5	S100A10	0.04931444118746453
CD52	EVL	0.04924905891177644
CD3E	LCK	0.04901447696746472
PTPRCAP	RARRES3	0.04893504054880693
TRBV4-1	TCF7	0.04881436398035213
DDIT4	DUSP2	0.04871471260604009
IL22	PGM2L1	0.04838036716765829
IL32	SH2D1A	0.048228442313888974
PTPRCAP	SIT1	0.04804852765868336
TRBV4-1	GZMM	0.04801224225088144
CD82	LAIR2	0.047836907600914184
IL32	EVL	0.04779613441995326
CD3E	CAMK4	0.04779372861426315
CD3E	TRBC2	0.047696291050981374
ACTB	CD74	0.04765945222185248
HLA-DQA1	DUSP2	0.047581780842979066
PTPRCAP	GZMM	0.04756463462858267
HLA-DRB5	SRGN	0.047511006263414625
BATF	SH2D1A	0.04745814484247564
HLA-DRB1	CST7	0.04742549216201675
HSPA8	CD69	0.047413674809159256
LAIR2	SH2D2A	0.0473998030385326
GNLY	IL32	0.04739060076139824
TRBV4-1	ZAP70	0.047356874227223164
CD3G	LCK	0.047325199499908197
IL22	HSPA8	0.04730061335427789
CD3D	LAT	0.04729621401868096
CD3E	GATA3	0.04698459353459664
GNLY	GZMM	0.04691624952498131
HLA-DPA1	SRGN	0.04681442843457711
NBAS	ALOX5AP	0.04677487302119504
LAIR2	TIGIT	0.046543861075192546
TMSB4X	CST7	0.04649540746065252
CD3E	ALOX5AP	0.04646187593621383
IL32	PTPN7	0.04635702472753574
PTPRCAP	LIME1	0.046329657088198674
PTPRCAP	CD2	0.046228848024180445
TRBV4-1	GNLY	0.04615628424324824
TRBV4-1	PGM2L1	0.046149822263067825
CD52	GIMAP7	0.04614754770333584
NBAS	TNFRSF18	0.0461038267041322
CD3D	PTPRCAP	0.04604594216975798
CD3E	ZAP70	0.046026604923805045
CD3E	SLC9A3R1	0.04582875485265979
IL32	BATF	0.045808606263823944
BATF	CD69	0.04576245625900192
CD3E	IL2RG	0.04574760538435119
TRAV8-3	PTPRCAP	0.04574590645357397
CD3E	LIME1	0.04570782652400342
ALOX5AP	PTPRCAP	0.04552775949415772
TRBV4-1	LY9	0.04542419470477857
TRAV8-3	TRAV8-2	0.045407522000984545
CD82	TNFRSF18	0.04518803225400341
PTPRCAP	TRBV4-1	0.04514200348198578
LAIR2	TSPAN13	0.04513932424508208
SRGN	DUSP2	0.04509341426966067
TNFRSF18	LAIR2	0.04503512841901713
IL32	CAMK4	0.04499873353148179
HSPA8	DDIT4	0.04498704354831051
PTPRCAP	LY9	0.04487170228064152
RGS1	CD69	0.04482941238674936
CD3D	CD52	0.04472601235349486
GIMAP7	SELL	0.044650949376039153
PTPRCAP	SLC9A3R1	0.04449147424465424
PTPRCAP	TRBC2	0.044466278364067954
CD69	CXCR4	0.04437236323700045
CD3E	TRAV8-3	0.04427036498543477
SLC9A3R1	EVL	0.04426786089995313
PTPRCAP	LCK	0.04422064405679018
GNLY	SH2D2A	0.044196710060990727
CD3E	CD28	0.044066531858398074
IL32	TRBC1	0.04395820135054727
LCK	CD3G	0.043951325817792264
TRAV8-3	CXCR3	0.04391373587539128
TMSB10	C12orf75	0.043871227754561315
HLA-DRB1	TMSB10	0.04382301655155136
BATF	HSPA8	0.04373475138157747
TRBV4-1	TMSB4X	0.04366940512349698
HLA-DPA1	S100A10	0.04353348293542178
NBAS	ITM2A	0.04349076053838125
NBAS	PGM2L1	0.043461910843852716
CD74	ACTB	0.04345581964770131
RGS1	PTGER4	0.04345530959987095
CD69	RHOH	0.043322935721532056
CST7	HLA-DPA1	0.04322806758711351
TRBV4-1	LTB	0.04319099161890219
SH2D2A	CD40LG	0.04316608272175988
IL32	SH2D2A	0.043153422622438445
PTPRCAP	ISG20	0.04305680744133201
CD3E	CXCR3	0.04305028504776576
IL32	LY9	0.042869859796983364
CD3D	LCK	0.0428407115190493
IL32	NBAS	0.042811140956568225
HLA-DPA1	TMSB10	0.04275335564821591
LAT	CD3D	0.042738972396286753
PTPRCAP	TMSB4X	0.04269719584554297
CD3D	EVL	0.04267783300353491
PTPRCAP	CD247	0.04256190379030868
HSPA8	TAGAP	0.04252719166469898
TRBV4-1	TNFRSF25	0.042505931993665855
IL32	RARRES3	0.04250273116160483
TSPAN13	TRAV8-3	0.04241409700795889
CD3D	SEPT1	0.04238354665884777
TRBV4-1	CD3E	0.04235907582067188
GIMAP7	SLC9A3R1	0.04235243504218796
IL32	LCK	0.042327124755904895
CD69	RGS1	0.04232103280566347
TSPAN13	PGM2L1	0.04229286815707465
SLC9A3R1	KIAA1551	0.042268554969689384
ACTB	HLA-DPA1	0.042228111839417735
SLC9A3R1	SELL	0.04222286556057019
CD82	TRBV4-1	0.04203576702149322
HSPA8	ACTB	0.04198883439037747
LAIR2	TNFRSF4	0.04188072508986947
CD82	APOBEC3G	0.041876749289120246
IL22	DDIT4	0.04186723045719376
BATF	TNFRSF18	0.04178127666343009
GNLY	CXCR3	0.04169751757065504
CD3E	GZMM	0.04168884730888719
CD3E	PTPN7	0.04167886533144845
IL32	LIME1	0.04166290128129284
PTPRCAP	CAMK4	0.04158315607523132
CD52	SLC9A3R1	0.041519058784013865
GNLY	TRBC1	0.041454074686893126
DUSP2	SRGN	0.04135956053205171
TNFRSF25	TNFRSF4	0.04127436130693168
BATF	IL22	0.041146363358082215
CD3G	CD3D	0.04100563527806121
CD52	SYTL1	0.040997011788925654
TRBV4-1	ITK	0.04093457605734461
IL32	ITK	0.0408654927068571
BATF	PTGER4	0.04081899443467683
TMSB10	SRGN	0.04078461138113045
TRAV8-3	IL32	0.04075450591074227
IL32	CD2	0.04069972399034021
IL22	TSPAN13	0.04069662646794688
CD3E	LY9	0.04065214783616355
CD82	IL2RG	0.04049557145061434
TRBV4-1	ALOX5AP	0.040471897456416765
IL32	TCF7	0.04039010170226249
IL32	LAIR2	0.04028146325058613
IL32	CD28	0.0402659482570162
TMSB10	SELL	0.040232492640796855
LAT	CD3E	0.04022707132955508
ACTB	HLA-DRB5	0.0402121862964282
TRBV4-1	SKAP1	0.04011603295486298
LAIR2	ALOX5AP	0.040019743739468136
TMSB4X	SRGN	0.040003207951051674
IL32	CD3G	0.03994840444107267
S100A10	HLA-DRB5	0.03988775796301603
PTPRCAP	CD3G	0.03980782141611166
APOBEC3G	TNFRSF4	0.039766356843740885
CD3D	TRBC2	0.03967081617213093
SLC9A3R1	CD52	0.03966199139026205
SLC9A3R1	LAT	0.03964232546022421
IL32	TRBC2	0.03963879837945566
PGM2L1	LAIR2	0.039610890371942445
IL32	TRAT1	0.03960367217338622
TMSB10	CD74	0.03940269988929834
TRBV4-1	KLRB1	0.039393270248779734
LAT	SIT1	0.03934796614768764
S100A4	BIRC3	0.039341866605694976
LAIR2	PTPRCAP	0.039339464745607386
ACTB	DUSP2	0.03928404184735061
CD52	LIME1	0.03928045655115924
IL32	TRAV8-2	0.03926370468086036
ZFP36L2	CXCR4	0.03925321507753652
GNLY	SLC9A3R1	0.03923674952580486
TMSB10	SLC9A3R1	0.03923300002514257
IL32	ISG20	0.038971593876416674
LAT	SLC9A3R1	0.03893839772647187
RGS1	SAMSN1	0.03892827388886567
GNLY	ZAP70	0.03884182609378992
CD3E	TRAC	0.038820170581916065
IL32	CD96	0.0388104407073803
TSPAN13	LAIR2	0.03872731586302554
SLC9A3R1	RARRES3	0.038558613275732755
TRBV4-1	IL2RG	0.03849435821288096
TRBV4-1	NBAS	0.03849276123568598
CD52	IL7R	0.03849196601002202
CD52	LTB	0.0384835776840778
IL32	CD247	0.03848319645866024
PTPRCAP	CD96	0.038463760664982506
CD82	IL32	0.03845393131663543
CST7	IL7R	0.03840209208519341
IL32	RASAL3	0.0383425193556798
LCK	CD247	0.03832884335573233
ACTB	HSPA8	0.03832738005619074
TIGIT	TRBV4-1	0.03832687299864112
TSPAN13	RHOH	0.03831581017657062
CD52	RARRES3	0.0381048485561119
S100A10	ACTB	0.038072754373536875
RGS1	CST7	0.038039263843063706
TRBV4-1	ITM2A	0.03803767917559647
ACTB	SAMSN1	0.037926195610238723
TNFRSF4	TNFRSF25	0.03789874150473605
IL32	TRAC	0.03771527647642541
NBAS	CD82	0.03771152385186266
PGM2L1	BATF	0.03766817539593395
CD3D	SKAP1	0.03763220258537404
LAIR2	TRAV8-2	0.03753482609502912
CXCR4	ZFP36L2	0.03750844283479237
HLA-DRB1	DUSP2	0.03743199220930551
ACTB	BIRC3	0.0373931840675608
CXCR4	DUSP2	0.037325915544931865
TSPAN13	TIGIT	0.037299989726729633
CD96	IL22	0.03713941863883051
PTPRCAP	TRBC1	0.037110695130008295
CD69	TAGAP	0.03706703796980423
TRBV4-1	BATF	0.03690489698187626
PTPRCAP	GATA3	0.03690310997483542
PTPRCAP	GNLY	0.03670681967937143
CD52	SIT1	0.03665920695232405
BATF	RGS1	0.03664667294335251
CD3E	RARRES3	0.036603628473762875
CD69	CD40LG	0.03656387743414508
PTPRCAP	IL2RG	0.03653239517713363
CD3D	TRAT1	0.03643070484528567
S100A10	HLA-DRB1	0.036379388664515
IL22	TIGIT	0.03629619033750319
TMSB4X	SAMSN1	0.036215626549525495
IL22	DUSP2	0.036202409920894546
TRBV4-1	HSPA8	0.03613615416010546
TRBV4-1	SH2D2A	0.03608592230028673
LAT	SEPT1	0.03605204592524481
LCK	EVL	0.03602199980044072
PTPRCAP	TC2N	0.036007303730077704
TMSB10	HLA-DRB5	0.03595240085404455
CD3D	SIT1	0.035926262731120026
SAMSN1	CD40LG	0.03590651577919178
CXCR4	RGS1	0.03584541200700192
TSPAN13	BATF	0.03583703397931331
ACTB	SELL	0.03582977844113402
LAT	CD3G	0.03566417015222025
CD3E	SLC38A1	0.03565679457161737
TMSB10	CD52	0.03563904327954919
PTPRCAP	TRAC	0.0356109168776498
ALOX5AP	S100A4	0.035570323886513856
DDIT4	RGS1	0.03549775739168102
HLA-DRB5	CST7	0.03546462658296144
CD52	S100A4	0.035462125260411016
IL7R	CCL5	0.03544963705112545
DDIT4	CXCR4	0.03528102815501723
CCL5	CST7	0.035256723752952995
CD247	GZMA	0.035221881803685844
PTPRCAP	CXCR3	0.03517495850356913
CD2	CD3D	0.03517100256110235
LCK	ISG20	0.03512584324388279
LAIR2	TOX	0.03509512304712573
GNLY	IL2RG	0.035079562517110904
GNLY	APOBEC3G	0.03492661808350333
PTPRCAP	RASAL3	0.03478707952423934
IL32	SLC38A1	0.034732194640196175
EVL	CD52	0.03472378186162604
ACTB	CST7	0.03457920034359849
IL32	LTB	0.03455024733405005
S100A10	CD74	0.03453144592472588
TSPAN13	TOX	0.034480708477464254
IL22	RHOH	0.03446482186767591
TRBV4-1	SH2D1A	0.034455671867074336
ACTB	IL32	0.03435182439481872
CD3E	CD247	0.03432198015886323
ALOX5AP	CD3E	0.03429711742318873
CD3E	ITM2A	0.03429579906451724
LAIR2	ITK	0.03429345723998327
LCK	LIME1	0.03420778702829156
BATF	SLAMF1	0.03417053864669265
LAIR2	SLAMF1	0.034139272420578196
S100A4	CCL5	0.03413845081246405
LAIR2	TRAV8-3	0.03403065047822737
HSPA8	GATA3	0.03400614699635312
GNLY	TRAV8-3	0.03397333336439592
CD52	C12orf75	0.03396872557975498
TRBV4-1	CD96	0.03384181927223146
ITM2A	NBAS	0.033782702488488935
HSPA8	DUSP2	0.03376617539537988
CD52	KIAA1551	0.03374926590273774
TSPAN13	HSPA8	0.03374685338508282
RGS1	IL22	0.033708792064619256
CD3E	TRBC1	0.033697574180391605
CD3E	TC2N	0.033688176164376714
CD69	DDIT4	0.03368234784537774
CD52	SELL	0.03365976487351742
LTB	TCF7	0.03364191715274466
S100A4	IL32	0.033586054000106676
TRAV8-3	LTB	0.033571940162372665
PTPRCAP	SLC38A1	0.03356298274926329
ACTB	SEPT1	0.033553602423424034
CD3E	ITK	0.033379456045236275
BATF	DDIT4	0.03335509517791698
ALOX5AP	TMSB4X	0.033351990527754144
TMSB4X	SH2D1A	0.033265734983825984
TMSB10	HLA-DRB1	0.033212961690414385
CD3E	CLEC2D	0.03320501054659998
IL32	SLAMF1	0.03316530019461174
S100A4	CD52	0.03311111411618204
LAT	LCK	0.03306434699827148
CD3E	ISG20	0.03303715539305088
LAIR2	IL22	0.03302208240873892
LAIR2	ZAP70	0.03298637928690603
TNFRSF18	CD82	0.03297262987805219
IL32	C12orf75	0.032938096749092746
PTPRCAP	IKZF3	0.03293094438539633
TRAV8-3	CD82	0.03287278281062278
IL32	PGM2L1	0.03284331951684947
TRAV8-3	TCF7	0.032816451100033645
ZAP70	SEPT1	0.03280605705632001
HSPA8	PGM2L1	0.03279249818519194
GNLY	TNFRSF25	0.03276946267457534
TRAV8-3	TIGIT	0.03273362459714763
CD3E	ZFP36L2	0.03267613937727709
EVL	LCK	0.032644043721778954
GIMAP7	KIAA1551	0.032636840876994
S100A10	CCL5	0.0325659040879481
PTPRCAP	CD28	0.03255718518575435
IL32	TSPAN13	0.03255188896001512
IL32	SYTL1	0.03254212961963755
LAIR2	TMSB4X	0.032541122511769535
PTPRCAP	PIM2	0.03252657204024888
LAIR2	CXCR3	0.03252474273447817
IL22	TRAV8-2	0.03239621334619496
HSPA8	SLAMF1	0.03238563937468982
CXCR3	LTB	0.0323802204529057
S100A4	ALOX5AP	0.032368598664188265
IL32	PIM2	0.03235934733404672
RHOH	CD69	0.032348554303657656
TMSB4X	ALOX5AP	0.032339338240884266
TNFRSF18	NBAS	0.03229558584862382
ALOX5AP	CD3D	0.03226243783239335
PTPRCAP	PTPN7	0.032242648312392624
IL32	TC2N	0.03223193202435206
CD3D	GZMM	0.032155365207430744
TNFRSF4	APOBEC3G	0.03210602060759169
BIRC3	DUSP2	0.03209822751487068
HLA-DQA1	BIRC3	0.03207376299485842
HSPA8	SH2D1A	0.03194764607844375
TSPAN13	NBAS	0.03193048281697593
ACTB	HLA-DRB1	0.03192360825323841
ACTB	PTPN7	0.03189796691879135
PTPRCAP	TRAT1	0.031877482441219934
CD3E	KIAA1551	0.03186070259955182
CD3E	CD96	0.0318104034403807
HSPA8	CXCR4	0.031792176511691035
IL22	SH2D1A	0.031784457030631916
PTPRCAP	TIGIT	0.03177966006880305
HSPA8	IL22	0.031774161253598165
LAIR2	PTGER4	0.03176209709930504
TNFRSF18	APOBEC3G	0.03172621200270024
DUSP2	CD69	0.03171302797681223
ACTB	TUBA4A	0.03170833286226278
DUSP2	BIRC3	0.03170493600968727
ZAP70	CD3E	0.031685117684024905
TMSB4X	TIGIT	0.03167688557374302
CD3D	TRAC	0.03166789817425939
HLA-DRB5	DUSP2	0.03164974729206711
DUSP2	RHOH	0.031604943764922094
CD52	TMC8	0.03152709946549528
CD52	TRAT1	0.03150283884471348
TMSB10	TUBA4A	0.031486732380093786
LAIR2	CD40LG	0.03147506562677809
TIGIT	GZMM	0.031466320493916754
BATF	TOX	0.031427353038099626
PTPRCAP	TCF7	0.03142582708930733
PTPRCAP	TRAV8-2	0.03137999252218891
SELL	GIMAP7	0.03134937270627291
BATF	CD82	0.031339047615542286
CD82	TIGIT	0.031289672472824076
EVL	RARRES3	0.031233743007416152
IL32	IL7R	0.03123097934468515
CD3G	CD3E	0.031201571413640244
TMSB10	GIMAP7	0.03106748102275633
CD3E	TUBA4A	0.031013117257581015
SLC9A3R1	LTB	0.031003230621888013
LAT	TRAT1	0.030968086003212273
DUSP2	GIMAP7	0.03096195213447962
S100A10	HLA-DQA1	0.030872581836871252
HLA-DQA1	TMSB10	0.03086731441056022
TMSB4X	PTPRCAP	0.03085379277325104
CD82	CD40LG	0.030833074077151367
SLC9A3R1	TRAT1	0.030773888947898165
LAT	EVL	0.03074891753906794
TMSB10	HLA-DPA1	0.030733766243935364
NBAS	IL22	0.030707716823380662
HLA-DPA1	ACTB	0.03067131557852714
TNFRSF18	TNFRSF25	0.030574034721423175
TMSB4X	SKAP1	0.030563135394035684
BATF	TNFRSF4	0.030559394707788456
CD74	TMSB4X	0.030537017706403317
HSPA8	BATF	0.030518890627646213
NBAS	PTGER4	0.030445967490082677
LAIR2	SH2D1A	0.03038445198322098
HSPA8	SLC38A1	0.030366417104717436
HSPA8	BIRC3	0.03032794615044555
ACTB	HLA-DQA1	0.030325569100031886
GNLY	TRBV4-1	0.030306653269038118
TMSB4X	TOX	0.03024531921350362
TMSB10	LAT	0.030242002495834634
LCK	GZMA	0.030203499942337023
CD82	ITM2A	0.030185457852566575
CD74	DUSP2	0.03016411900362651
IL32	CLEC2D	0.03015940642620037
IL32	TNFRSF18	0.03013957526174538
CD3D	GATA3	0.030112689377467517
S100A4	SELL	0.030079839963877367
CD69	HSPA8	0.03006876748285423
ALOX5AP	SKAP1	0.03005890193314278
RGS1	IL7R	0.030044526935012292
CD3E	GNLY	0.029947235957504027
CD3D	CD96	0.029870483277826442
CD3D	CAMK4	0.029847295297229216
C12orf75	GZMA	0.029759175928440584
RARRES3	GIMAP7	0.029712324413809024
EVL	CD3G	0.0297082099333085
CD3E	PIM2	0.029692616601459876
CD82	HSPA8	0.029690487331789556
TMSB4X	RGS1	0.029667508009881532
CD3D	SLC9A3R1	0.029626255430702835
SKAP1	CD3D	0.029625370544883102
ALOX5AP	NBAS	0.02961343264950104
CD3D	IL32	0.02955794157619728
ALOX5AP	ACTB	0.02949687911706949
CD52	PTPRCAP	0.02945149210346718
HSPA8	ZFP36L2	0.029339244784246103
IL32	KIAA1551	0.02933097122779199
CD3D	ZAP70	0.02927399531917488
PTPRCAP	CCL5	0.02923289418952089
CD74	BIRC3	0.029160977357667907
PTPRCAP	TOX	0.02911983408660448
TNFRSF4	IL22	0.02908202413662484
ACTB	ALOX5AP	0.02907283168240667
IL32	TUBA4A	0.029064519596422356
CD3D	ALOX5AP	0.02905957955158626
NBAS	SH2D1A	0.029026306038849717
PTPRCAP	TMC8	0.02901042576439491
PGM2L1	TSPAN13	0.029008182540152347
CD3D	LIME1	0.028998414255795153
NBAS	CD40LG	0.028997403700861003
PTGER4	RGS1	0.028955959048574217
C12orf75	SLC9A3R1	0.028867620051199867
LAIR2	RHOH	0.028848009168060237
HLA-DQA1	IL7R	0.02883885557785701
TRBV4-1	IL22	0.028828126560622547
CD3D	TC2N	0.028787518850749868
CD82	NBAS	0.02876041092194771
PTPRCAP	LTB	0.028746988232921347
PGM2L1	NBAS	0.028739592286639585
ALOX5AP	ITM2A	0.02872850169623731
LAIR2	HSPA8	0.028717229701608164
RGS1	ZFP36L2	0.028691825938308105
ZAP70	CD3D	0.02866085597431507
IL32	TMC8	0.028660057788037385
RHOH	TSPAN13	0.028658565291274692
PTPRCAP	ITM2A	0.028651131988728224
LAT	CD52	0.028618229098258667
HSPA8	TUBA4A	0.028593298865009387
TMSB4X	HSPA8	0.02858834100150251
TRBV4-1	ACTB	0.028531289554228532
RGS1	RHOH	0.028528186738254094
HLA-DRB5	ACTB	0.028475421528447713
LAIR2	IL2RG	0.028468893679663664
LAIR2	CD69	0.028462239688405194
BATF	TIGIT	0.028461589079851142
CD3E	HSPA8	0.028450382263939235
CD40LG	CD82	0.028434707655153622
HSPA8	ITM2A	0.028380553301024236
IL22	SLAMF1	0.028375087868458642
GNLY	TNFRSF18	0.02836025080580117
HSPA8	SAMSN1	0.02834513842120891
CD3D	CD28	0.02833480012317091
SLC9A3R1	SYTL1	0.028332681968807952
IL32	KLRB1	0.028274940043012117
SLC9A3R1	LIME1	0.028262537392746298
CST7	CD74	0.028257122055477413
ACTB	SKAP1	0.02823082036785815
TMSB4X	SEPT1	0.028183728167973238
IL22	ALOX5AP	0.028167544512413253
TRBV4-1	GZMA	0.028141714574307752
PTPRCAP	CLEC2D	0.028118743963898813
ITM2A	CD2	0.02806169811886827
LAIR2	RGS1	0.02804116151523729
CD3D	CLEC2D	0.0280026876616541
NBAS	TSPAN13	0.027970593010331887
CD3E	SYTL1	0.027962989922090817
SRGN	CXCR4	0.027962340191382593
S100A10	HLA-DPA1	0.02792459175496389
PTPRCAP	S100A4	0.02792430920954899
NBAS	TRBV4-1	0.02791384638519974
TMSB10	TCF7	0.027900860388412434
BIRC3	RGS1	0.027857360656406035
TRBV4-1	S100A4	0.027842446399874696
EVL	TC2N	0.027793857635267295
GNLY	TIGIT	0.027791518519310367
CD3G	TRAT1	0.027788476037709457
IL32	GIMAP7	0.027746466006518106
EVL	SLC9A3R1	0.027602855483046227
TRBV4-1	SLAMF1	0.02759383105023629
TRBV4-1	TRBC1	0.02751558731679708
S100A10	TMSB4X	0.027486236601816504
S100A4	CST7	0.02746213286845081
