TF	target	importance
IGHV4-39	IGHG2	1.4990441126004823
IGLV2-11	IGKV1-33	1.4849097144364507
IGHG2	TPSAB1	1.4717229777632073
IGKV1D-33	TPSAB1	1.433006145754252
IGHG2	IGKV3-20	1.3858062748248712
IGHV4-59	PPBP	1.3680932955768517
IGLV2-11	IGKV1D-33	1.3299281278506907
IGHV3-48	PPBP	1.2893040083942529
IGHV5-10-1	JCHAIN	1.2636367713247465
IGKV2D-29	IGKV1-33	1.260529157709258
IGLV2-11	PPBP	1.2467783480297916
IGKV1-33	IGHV3-48	1.2362551947180842
IGHG2	IGLV2-11	1.2107199945647467
IGKV1-9	IGKV2D-29	1.2047742059621136
IGHV4-39	IGKV2D-29	1.1807965945867451
IGHV4-61	IGKV2D-29	1.1803838503315245
IGKV3-20	IGHV4-61	1.176964240738121
IGHGP	IGLV2-11	1.1586984446671407
IGHGP	IGHV4-39	1.1235595699155543
IGHV4-59	TPSAB1	1.0903043567475796
IGKV1D-33	IGKV2D-29	1.067881931353263
IGKV2D-29	IGHV3-64D	1.0568366593467116
IGHV4-61	PPBP	1.0419601966857068
IGHV4-61	IGHV3-64D	1.0354753444593203
IGHV4-59	IGHA1	0.9704940650851436
JCHAIN	TPSAB1	0.9488646504660349
IGKV1-33	IGHGP	0.9184983893909378
JCHAIN	IGKV1D-33	0.8780578832885351
IGHV4-59	IGKV2D-28	0.7810986651481004
JCHAIN	IGKV2D-28	0.7782708576936724
IGHV5-10-1	IGHV4-61	0.7744145279696832
IGKV1D-33	IGHGP	0.7738090221400619
IGHV4-61	TPSAB1	0.7683521949082743
IGKV1-9	TPSAB1	0.758026440964664
IGKV1-33	TPSAB1	0.7536801743068678
IGHV4-39	IGKV3-20	0.750698963237444
IGKV1-33	IGKV3-20	0.7468307025935904
IGKV2D-29	IGKV1D-33	0.7442087150540124
IGKV1D-33	PPBP	0.7436030999107623
IGLV2-11	IGHG3	0.7269337715744787
IGKV1-9	IGHV4-61	0.7228197853962749
IGHV5-10-1	PPBP	0.7105138797534631
IGHV3-48	TPSAB1	0.6803582875162123
IGHV5-10-1	IGHGP	0.6663335724596682
IGHV4-39	TPSAB1	0.6595724548684708
IGKV1D-33	IGHV3-48	0.656228533095807
IGHV5-10-1	IGHV4-59	0.6480993630019954
IGHV4-61	IGKV3-20	0.6397057130958702
IGKV3-20	IGKV1-33	0.6072091691011442
IGHA1	IGKV2D-28	0.5834867841892835
IGKV1-9	PPBP	0.58220758904599
IGHV3-48	IGHV4-61	0.5813950114866218
IGHGP	TPSAB1	0.5662568727231309
IGHGP	IGHV3-64D	0.5456224433818134
PPBP	TPSAB1	0.530193378568735
IGKV3-20	IGKV1D-33	0.5263292903129381
IGKV1-33	IGLV2-11	0.5137580284308371
IGHV3-48	IGHV4-59	0.49455703014473046
IGHV3-48	IGHG2	0.4915553680883572
IGHV3-64D	IGHV4-61	0.4867952520415376
IGKV1-9	IGHV4-39	0.4817599173055324
IGKV2D-28	JCHAIN	0.47350905530884474
IGHG3	IGHV3-48	0.47311780740876996
IGKV1D-33	JCHAIN	0.43805453903369007
IGHG3	IGLV2-11	0.43625306605954184
IGHV4-59	IGLV2-11	0.4308539043386785
IGKV2D-29	IGHV4-59	0.3971943240185918
IGHGP	IGHV3-48	0.3905781013130652
IGHA1	IGKV1D-33	0.3768997926687138
IGKV2D-28	IGHGP	0.37092476131303687
IGKV3-20	IGHGP	0.3650210546984096
IGHV4-39	PPBP	0.35126785633937935
IGKV1-33	PPBP	0.34271199971671673
IGHG2	IGKV1-9	0.34156748549921734
IGHV5-10-1	IGKV2D-28	0.33379609920157255
IGHGP	PPBP	0.3330694097604363
IGHA1	IGHGP	0.32956072418484467
IGHV4-39	IGKV1D-33	0.3260128868778255
IGHV3-64D	IGHV3-48	0.3220468495533159
IGKV1D-33	IGKV2D-28	0.30512492062216995
IGKV2D-29	PPBP	0.29535603579792297
IGKV2D-29	IGKV3-20	0.289986731210733
IGHA1	IGHV5-10-1	0.2631432653596159
IGHV5-10-1	IGKV1-33	0.25887464637715624
IGKV2D-28	IGHA1	0.2545583091550163
IGKV2D-28	IGKV1D-33	0.25116849880558545
IGKV2D-28	IGHV5-10-1	0.24587799769677451
IGKV1-9	IGHGP	0.24054145568370366
IGHA1	IGKV1-33	0.23377073023038142
IGKV2D-29	TPSAB1	0.2287427546093365
IGHV3-64D	IGKV1-9	0.22338646615578983
IGLV2-11	IGHV3-48	0.20853867881167734
IGHG3	IGHV4-39	0.20000995742657174
IGKV2D-28	IGKV1-33	0.19784761502923923
IGKV1-9	IGHV4-59	0.18274123120432514
IGKV1D-33	IGKV3-20	0.17257954076590146
IGLV2-11	IGHV4-59	0.16530153300131833
IGHV3-64D	IGHV4-59	0.16201686685376754
IGKV1-33	JCHAIN	0.1560665926791465
IGHG2	IGHV3-48	0.15475185250972467
IGKV2D-29	IGLV2-11	0.1333874609462506
IGHV4-39	IGKV1-33	0.12780600567892542
IGHV5-10-1	IGKV1-9	0.12291913038163255
IGHV4-59	IGHV5-10-1	0.12268378861056953
IGHGP	IGKV1-9	0.11567829236275072
IGHV4-59	IGHV4-39	0.10518482986871529
IGHV3-48	IGLV2-11	0.09757116740109674
IGHG2	IGHV4-39	0.09525039693575091
IGKV1-33	IGKV1-9	0.09221005424855218
IGHV4-61	IGHV5-10-1	0.08699768130919674
IGKV1D-33	IGKV1-9	0.08526901008545919
IGHV4-59	IGHV3-64D	0.07880498358760675
IGKV3-20	IGKV2D-28	0.0644170763876517
IGHV3-64D	IGHV5-10-1	0.05009514062161296
IGKV2D-29	IGKV1-9	0.04587620774495107
IGHV3-48	IGKV3-20	0.042451958074755235
IGLV2-11	IGHG2	0.04243850532642364
IGHV3-64D	IGHGP	0.038884608566330955
IGKV2D-29	JCHAIN	0.0345616963559467
IGHV3-64D	JCHAIN	0.03435168476677624
IGHV5-10-1	IGHA1	0.03031745462180441
IGHV3-64D	PPBP	0.02695159967809399
IGKV1-33	IGHA1	0.024911742080590136
IGHV3-64D	TPSAB1	0.02443879222530503
IGHV5-10-1	IGKV3-20	0.02098796843741465
JCHAIN	IGHV5-10-1	0.01924604781429606
IGHV3-64D	IGKV3-20	0.015964717297244774
IGKV1-9	IGKV3-20	0.012650278073340683
IGKV1D-33	IGHA1	0.009341968382996267
IGKV3-20	IGKV1-9	0.005602673232230749
IGKV2D-29	IGHV4-39	0.0052550390098972215
IGKV1D-33	IGHV4-39	0.00506419716782976
IGHV3-48	IGHV5-10-1	0.004949215117598445
IGHV3-64D	IGHA1	0.004227359737309231
IGHV3-48	IGKV2D-28	0.002786706905421428
IGHV4-39	IGHV3-48	0.0021160066121619185
IGHV3-48	IGHGP	0.0015563741749021747
IGLV2-11	IGKV3-20	0.0012255699234553572
IGHV3-64D	IGHV4-39	0.0011790690750797033
IGKV1-9	IGLV2-11	0.0011638088410578925
IGKV2D-29	IGKV2D-28	0.000976569981818965
IGKV1-33	IGHV5-10-1	0.0009751550319870657
IGKV2D-29	IGHA1	0.0009363966673550657
TPSAB1	IGHG3	0.0009280939801232772
TPSAB1	IGKV3-20	0.0008770177316510085
IGKV1D-33	IGHV5-10-1	0.0006957218845011697
IGKV2D-28	IGKV3-20	0.0006580411285436784
PPBP	IGHG3	0.0006391385749826103
IGHV5-10-1	IGKV1D-33	0.0005106748506909523
IGHV4-61	IGKV1-9	0.00044916312856883926
IGKV3-20	IGHV3-48	0.0004346611992987358
TPSAB1	IGHV4-61	0.0003891729180100906
TPSAB1	JCHAIN	0.00038302168696648846
IGKV2D-29	IGHV5-10-1	0.0003437790358067751
IGHV4-59	IGKV1-9	0.00033990437166711985
IGKV2D-28	IGLV2-11	0.00032870736761956356
TPSAB1	IGHV4-59	0.0003283549566671679
TPSAB1	IGHG2	0.0003249543958818991
TPSAB1	IGHA1	0.00030133052954734927
IGHV4-61	IGHV3-48	0.00028822861492094486
PPBP	IGKV3-20	0.0002392525363267637
PPBP	IGHG2	0.00022020964052904215
PPBP	JCHAIN	0.0002147553364614219
IGHV4-39	IGHV5-10-1	0.0002067417607422212
PPBP	IGHA1	0.00020653413064242786
PPBP	IGHV4-59	0.00018012704564998198
TPSAB1	IGKV2D-28	0.00017498342282130122
PPBP	IGHV4-61	0.00016542160631292338
IGHV4-39	IGKV1-9	0.0001343385460154997
IGKV1-9	IGKV2D-28	0.00012949879113758163
TPSAB1	IGKV1D-33	0.0001225238206013869
IGLV2-11	IGKV2D-28	0.00011399138821303222
IGKV3-20	IGLV2-11	0.00011394186310664754
IGKV2D-29	IGHV3-48	0.00011302460204849821
TPSAB1	IGKV1-33	0.00010622059518789593
TPSAB1	IGLV2-11	9.928294668140665e-05
IGKV2D-28	IGKV1-9	9.863739955646751e-05
PPBP	IGKV2D-28	9.217947681974727e-05
PPBP	IGKV1-33	8.733559404345672e-05
TPSAB1	IGHV5-10-1	8.328179401174525e-05
PPBP	IGKV1D-33	8.310266163874934e-05
PPBP	IGLV2-11	6.031846568758879e-05
IGLV2-11	IGKV1-9	5.3698367500948665e-05
IGLV2-11	IGHGP	5.3083632800916376e-05
IGLV2-11	IGHV5-10-1	4.688181574030659e-05
IGHV4-39	IGHV3-64D	4.649384549186878e-05
PPBP	IGHV5-10-1	4.4038761480867254e-05
IGKV1-33	IGKV2D-28	4.144076804748184e-05
IGHV3-48	IGHV4-39	3.586186955149825e-05
TPSAB1	IGHGP	3.58560098941445e-05
IGHV3-64D	IGLV2-11	3.2580741414472225e-05
IGKV3-20	IGHV3-64D	3.0308537102150534e-05
PPBP	IGHGP	2.8784480236457762e-05
IGKV2D-28	IGHV3-48	2.6005442767091274e-05
TPSAB1	IGKV1-9	2.1563286499258694e-05
PPBP	IGHV3-48	2.094664709675041e-05
IGHV5-10-1	IGLV2-11	1.9994625632533117e-05
IGHV4-59	IGHV3-48	1.8726515919512413e-05
IGKV3-20	IGHV4-39	1.749203191196577e-05
TPSAB1	IGHV3-48	1.2848279312293407e-05
TPSAB1	IGHV4-39	1.1049571165962839e-05
IGHV5-10-1	IGHV3-64D	1.0028792189481829e-05
IGKV2D-28	IGHV4-39	9.966978866316206e-06
IGHV5-10-1	IGHV3-48	9.00131876323059e-06
PPBP	IGKV1-9	8.656776737799364e-06
TPSAB1	IGKV2D-29	7.465343981867716e-06
IGHA1	IGHV3-64D	5.84536342967831e-06
PPBP	IGKV2D-29	4.456385849536126e-06
IGHV5-10-1	IGHV4-39	4.128754104596722e-06
JCHAIN	IGKV2D-29	3.830591404989805e-06
PPBP	IGHV4-39	3.1197919383653735e-06
IGKV3-20	IGKV2D-29	2.5462524876362155e-06
IGKV2D-28	IGKV2D-29	2.2718557532997926e-06
IGKV2D-28	IGHV3-64D	2.1454975925582614e-06
IGKV1-33	IGHV4-39	2.1412541341579814e-06
PPBP	IGHV3-64D	1.9747842427753493e-06
JCHAIN	IGHV3-64D	1.7917386938535288e-06
IGHV3-64D	IGKV2D-28	1.613364366480445e-06
IGHA1	IGKV2D-29	1.3876638496670201e-06
IGLV2-11	IGKV2D-29	1.279441104928392e-06
IGLV2-11	IGHV3-64D	1.180621279900504e-06
TPSAB1	IGHV3-64D	1.0525003000423304e-06
IGKV1-33	IGKV2D-29	1.0413791005729018e-06
IGHV3-48	IGKV2D-29	8.356966256346467e-07
IGHV4-59	IGKV2D-29	5.871599118356042e-07
IGHV3-48	IGHV3-64D	4.82443260355808e-07
IGHV5-10-1	IGKV2D-29	4.291362467167053e-07
IGHV3-64D	IGKV2D-29	8.263108864870648e-08
