Gene1	Gene2	Score
CBX2	AMH	-0.703001096743617
GATA4	DMRT1	0.699283441959269
CBX2	PGD2	-0.698554510352373
CBX2	DKK1	-0.697613150195379
CBX2	DHH	-0.697608423203484
CBX2	FGF9	-0.697114504344672
WNT4	RSPO1	0.696073436696233
CBX2	DMRT1	-0.695086575553327
WT1pKTS	CBX2	-0.684051041729515
GATA4	WT1pKTS	0.681574380725284
WT1pKTS	GATA4	0.681574380725284
GATA4	WT1mKTS	0.678102216609255
WT1mKTS	GATA4	0.678102216609255
CBX2	SOX9	-0.677092694515342
GATA4	CBX2	-0.673234626665921
WT1mKTS	CBX2	-0.670364936850892
GATA4	SRY	0.665752832634864
CBX2	RSPO1	0.662884341679303
WT1pKTS	SRY	0.660902665921364
RSPO1	SOX9	0.655306931836134
DKK1	CBX2	-0.652483626622704
DMRT1	CBX2	-0.649652826283624
WNT4	NR5A1	-0.642120575326783
DKK1	WNT4	-0.641932696670268
CBX2	UGR	0.640656251441857
DMRT1	WNT4	-0.64036509613776
WT1mKTS	SRY	0.639899725590885
RSPO1	DMRT1	0.639878604910379
WT1pKTS	NR0B1	0.637229958762936
CBX2	NR5A1	-0.635076700845252
RSPO1	DKK1	0.633182235722531
WNT4	DMRT1	0.628610406503877
NR5A1	NR0B1	0.627055525152316
NR0B1	RSPO1	-0.626821770483027
CTNNB1	NR5A1	-0.623402155801453
RSPO1	CTNNB1	0.620565527970939
CBX2	SRY	-0.619723018820784
UGR	CTNNB1	0.618080199033545
WNT4	DKK1	0.617118502057588
RSPO1	WNT4	0.616235894516561
GATA4	NR0B1	0.613591211468668
RSPO1	PGD2	0.607715116101053
WNT4	UGR	-0.607021363322209
RSPO1	DHH	0.605407546239767
RSPO1	NR0B1	-0.603155115550607
RSPO1	FGF9	0.601939416517476
UGR	NR5A1	-0.601076371948017
WT1mKTS	NR0B1	0.60029115955762
RSPO1	AMH	0.597323422803987
NR0B1	WT1pKTS	0.589604044119435
NR0B1	GATA4	0.581660632923561
NR0B1	WT1mKTS	0.581118567048377
WT1pKTS	WNT4	-0.573844101020999
SOX9	DKK1	0.56350454607469
WNT4	CBX2	-0.561811730132564
SRY	RSPO1	-0.557113320378915
GATA4	WNT4	-0.549956356039871
SOX9	DMRT1	0.54990376703975
DKK1	UGR	-0.548684676340528
CBX2	CTNNB1	0.547166502351593
DMRT1	UGR	-0.546498481810629
WNT4	SRY	0.540861135676215
WT1mKTS	WNT4	-0.53578951142038
WT1pKTS	SOX9	0.529016234495692
WNT4	SOX9	0.521939342123739
NR5A1	SOX9	-0.52105069607634
NR5A1	RSPO1	0.52018066232788
GATA4	SOX9	0.515509730180166
NR5A1	CBX2	0.512390398701742
CTNNB1	WNT4	0.512033446630873
WT1mKTS	SOX9	0.511010975123374
WNT4	CTNNB1	0.509102625385211
RSPO1	SRY	0.509090978716335
NR5A1	DHH	-0.507263222339924
NR5A1	PGD2	-0.505846151358808
NR5A1	DMRT1	-0.504903990161501
NR5A1	DKK1	-0.503752785839802
SRY	WT1pKTS	0.503387688338053
NR0B1	CTNNB1	-0.502535801551762
NR5A1	FGF9	-0.499985518125292
NR5A1	AMH	-0.495426372670085
SRY	WT1mKTS	0.494203358029368
RSPO1	CBX2	-0.488615866725578
SRY	GATA4	0.48729995759548
DMRT1	NR5A1	-0.482141539795761
DKK1	NR5A1	-0.476483775207747
SRY	NR5A1	0.474534931941731
WT1mKTS	PGD2	0.469181105146206
CTNNB1	SOX9	0.468503816385538
CTNNB1	DMRT1	0.468114080849833
SOX9	NR0B1	-0.467167336821983
WT1mKTS	DHH	0.466315062600706
GATA4	FGF9	0.466016370065842
GATA4	DHH	0.464802239696774
PGD2	DHH	0.464788549276163
DHH	PGD2	0.464788549276163
WT1mKTS	FGF9	0.464257833490993
WT1mKTS	AMH	0.459003284148543
WT1pKTS	PGD2	0.45750749913998
GATA4	PGD2	0.457294305824897
RSPO1	UGR	-0.449992059374545
GATA4	AMH	0.449244122537484
WT1pKTS	DHH	0.447324424084876
WT1pKTS	FGF9	0.443380696103148
WT1pKTS	AMH	0.438134414247066
CTNNB1	DKK1	0.433631336589643
SOX9	SRY	0.433119931196757
WNT4	GATA4	0.428676518402737
SRY	CTNNB1	-0.424281806516983
WNT4	WT1pKTS	0.419681520802848
CTNNB1	NR0B1	-0.41608967241194
CTNNB1	PGD2	0.415743641671368
CTNNB1	AMH	0.412362041181035
AMH	DHH	0.405763287193153
DHH	AMH	0.405763287193153
NR5A1	CTNNB1	0.400234018961212
DMRT1	RSPO1	0.398805007362943
CTNNB1	FGF9	0.39877741539049
DKK1	RSPO1	0.392383125603942
CTNNB1	DHH	0.389265806206211
FGF9	DHH	0.389107821253423
NR0B1	NR5A1	0.385449656684464
WNT4	FGF9	0.382388171533973
WNT4	DHH	0.37637501690611
FGF9	PGD2	0.376124500746817
DMRT1	WT1mKTS	0.375161332695072
WNT4	PGD2	0.374034668988224
DKK1	WT1mKTS	0.37187427212599
UGR	WT1pKTS	-0.371263689112498
WNT4	WT1mKTS	0.369971845060592
FGF9	AMH	0.3684101637874
SOX9	CBX2	-0.367275074021199
WNT4	AMH	-0.359278351597091
UGR	GATA4	-0.358433908457229
FGF9	SOX9	0.357613005677909
SOX9	WNT4	-0.353115219468858
CTNNB1	SRY	0.350075684239712
CTNNB1	CBX2	-0.348015033577175
DKK1	WT1pKTS	0.346641568407909
DMRT1	WT1pKTS	0.346227271127641
UGR	WT1mKTS	-0.343886680510831
CTNNB1	UGR	-0.337908952469111
DKK1	GATA4	0.336781281520363
DMRT1	GATA4	0.332409172745846
PGD2	SOX9	0.330915127673749
DHH	FGF9	0.321698133694208
GATA4	RSPO1	0.317408348108306
PGD2	AMH	0.316546185624651
PGD2	FGF9	0.315507617185043
NR5A1	UGR	-0.313115060783609
RSPO1	GATA4	0.309753141578181
SOX9	UGR	-0.301467958809823
AMH	PGD2	0.298244262718338
DHH	SOX9	0.285194351415287
DKK1	CTNNB1	-0.284058027411617
DMRT1	CTNNB1	-0.28089038950367
WT1pKTS	CTNNB1	-0.269208698788819
RSPO1	WT1pKTS	0.263939016742214
RSPO1	WT1mKTS	0.261212302205563
WT1pKTS	RSPO1	0.259974316561211
GATA4	CTNNB1	-0.253034375659833
SOX9	NR5A1	0.252204661462579
NR5A1	SRY	0.24943565845396
WT1mKTS	CTNNB1	-0.242085300034075
WT1mKTS	RSPO1	0.241565938925376
NR5A1	GATA4	0.240350288215292
CTNNB1	FOXL2	0.239418123522421
WT1pKTS	NR5A1	-0.238982518060652
GATA4	NR5A1	0.236279765365
CTNNB1	GATA4	0.234644213808463
NR5A1	WT1pKTS	0.223318170014856
PGD2	DMRT1	0.220579635323345
PGD2	DKK1	0.218578014646427
SOX9	WT1mKTS	0.217422534603511
NR5A1	WT1mKTS	0.207840765676235
SOX9	RSPO1	-0.206539433695301
CTNNB1	WT1mKTS	0.205397056791496
AMH	FGF9	0.204819216279323
WT1mKTS	NR5A1	0.200688136995078
SOX9	WT1pKTS	0.193006591138511
CTNNB1	WT1pKTS	0.19054222885931
PGD2	SRY	0.179527389154089
AMH	SOX9	0.178878050600393
FGF9	NR0B1	-0.178854206122807
SOX9	GATA4	0.178331030866837
DHH	DKK1	0.17685636109327
PGD2	NR0B1	-0.17210018543138
FGF9	NR5A1	0.168249116552716
FOXL2	RSPO1	0.164722832637921
DHH	DMRT1	0.163646318899366
PGD2	WT1mKTS	0.161218261768641
FGF9	DKK1	0.159508631617883
SOX9	CTNNB1	-0.158014501668171
CBX2	WT1mKTS	-0.148898254983956
PGD2	WT1pKTS	0.148277281576765
FGF9	DMRT1	0.146352558393757
RSPO1	FOXL2	0.14420224655222
PGD2	CBX2	-0.142841916122104
AMH	DKK1	0.142197926591444
FOXL2	CTNNB1	0.14193212722789
DHH	NR0B1	-0.141860038454443
FGF9	WT1pKTS	0.139321571553704
AMH	NR0B1	-0.138284352342492
FGF9	SRY	0.135876828156261
FOXL2	NR5A1	-0.134482698632379
AMH	DMRT1	0.133680019715379
DHH	FOXL2	0.13307058183946
FOXL2	WNT4	0.131272218976511
DHH	SRY	0.130367808158675
FGF9	WNT4	-0.13023115435303
PGD2	WNT4	-0.129994889010283
FOXL2	NR0B1	0.128692064938751
FGF9	WT1mKTS	0.127562043635014
PGD2	FOXL2	0.126869166775921
PGD2	GATA4	0.125418783566034
CBX2	GATA4	0.12466363204199
DHH	GATA4	0.124381584910523
AMH	WNT4	-0.121402427796257
PGD2	UGR	-0.12131825582176
FGF9	RSPO1	-0.120807063365827
DHH	WT1pKTS	0.119749604790524
UGR	FOXL2	0.118487550314465
DHH	WT1mKTS	0.117434530102975
CBX2	FOXL2	0.117241131488718
FOXL2	GATA4	0.116308306289377
FOXL2	WT1pKTS	0.115795031344508
NR5A1	FOXL2	0.110296085421269
AMH	GATA4	0.109494499111842
DHH	NR5A1	0.109297216885627
PGD2	NR5A1	0.10910381386204
WNT4	FOXL2	0.108423092361748
AMH	WT1pKTS	0.10824555218504
AMH	CBX2	-0.106463176032422
AMH	SRY	0.106282575379264
FOXL2	SRY	0.106023384359251
DHH	CBX2	-0.105140960793686
FOXL2	WT1mKTS	0.104805042716988
FGF9	GATA4	0.1038301995008
AMH	WT1mKTS	0.103216462650202
AMH	NR5A1	0.102475027450539
PGD2	RSPO1	-0.101406638911321
FGF9	CBX2	-0.101404837031835
AMH	FOXL2	0.0989483317017855
DHH	WNT4	-0.0988922056236887
FGF9	UGR	-0.0977469426575838
FOXL2	UGR	-0.0897930174865522
DHH	UGR	-0.087817631168904
WT1pKTS	FOXL2	0.0875400289259428
NR0B1	FOXL2	0.0867902278677886
FOXL2	SOX9	0.0866404833945937
FGF9	FOXL2	0.0860954508764238
GATA4	FOXL2	0.0825764468876161
PGD2	CTNNB1	-0.0823133742506777
AMH	UGR	-0.0821701450385888
CBX2	WT1pKTS	0.0819863513301959
DMRT1	FOXL2	-0.0813455305735166
FOXL2	CBX2	-0.0804674264255543
FOXL2	DKK1	0.0802503823478723
FOXL2	FGF9	-0.0801890606471191
AMH	RSPO1	-0.0796986917094627
DKK1	FOXL2	-0.0794898783592081
AMH	CTNNB1	-0.0782556055036342
FGF9	CTNNB1	-0.0763767033232288
WT1mKTS	FOXL2	0.0758358233971481
FOXL2	DHH	-0.0757158147214365
FOXL2	PGD2	-0.075373850023273
FOXL2	AMH	-0.0751545589576066
DHH	RSPO1	-0.0742644029495147
FOXL2	DMRT1	0.0739408148146367
SRY	FOXL2	-0.073542335602407
SOX9	FOXL2	-0.0715075189926624
DHH	CTNNB1	-0.0702982583234935
