TF	target	importance
CD82	APOBEC3G	41.04763878231637
PTPRCAP	EVL	41.01978542068865
IL32	TRBV4-1	40.82414894518481
S100A10	HLA-DRB5	40.707030410070665
LAIR2	GNLY	40.4805520571175
GNLY	TRBC1	40.45209149833079
NBAS	ALOX5AP	40.40056893674026
TRBV4-1	LAIR2	40.3734556864279
TRBV4-1	IL32	40.369207627180664
TMSB4X	CD74	40.32809461358558
TRBV4-1	CXCR3	40.30749006671558
CD69	CXCR4	40.06638841672895
IL32	IL2RG	39.49663909806162
IL32	SKAP1	39.48702226682222
TRBV4-1	LTB	39.02480583278021
CD3G	LCK	38.98517267819225
DUSP2	RGS1	38.96067633310889
RGS1	BIRC3	38.93628730042367
LAT	SLC9A3R1	38.81623551750617
CD3E	LIME1	38.49716683077252
PTPRCAP	CD52	38.31790771539258
BATF	PGM2L1	37.95078662817739
CD69	ZFP36L2	37.90912493433914
CST7	HLA-DPA1	37.82272472548786
RGS1	DDIT4	37.739267024565535
IL32	ACTB	37.61966917309923
CD52	S100A4	37.50856503337671
LAIR2	TRBV4-1	37.45216090039556
LAIR2	CD82	37.439990391265646
SLC9A3R1	EVL	37.14375556969177
BATF	RHOH	37.09536034489329
LCK	EVL	36.90240674221603
CST7	HLA-DQA1	36.75837640723552
CD52	GIMAP7	36.7060609901647
DUSP2	SRGN	36.4717141307977
HSPA8	DDIT4	36.385766137740795
CD82	TNFRSF18	36.356623749806886
TMSB4X	CST7	36.35370700387746
CD3E	GATA3	36.32369618659485
S100A4	CD52	36.29830580173181
RGS1	CD69	36.166396910164764
EVL	RARRES3	36.163852045735396
HLA-DQA1	TMSB10	36.10713718973628
RGS1	CST7	36.026307115977396
IL32	ZAP70	35.67044302083255
CD3E	SEPT1	35.656441073741995
TRAV8-3	TRAV8-2	35.4721694329026
CD3G	CD3E	35.44423535523746
LAT	CD3E	35.33661058280478
SRGN	DUSP2	35.24761836731381
IL32	IL7R	35.233387576207825
IL32	HSPA8	35.11860047908305
SLC9A3R1	LTB	35.060034243320494
IL32	TRAT1	34.972181759236626
DUSP2	HLA-DRB1	34.92217329877131
IL7R	CCL5	34.69182709475201
RGS1	SAMSN1	34.61911926593072
GIMAP7	KIAA1551	34.503778836955064
TRBV4-1	TIGIT	34.381618407552125
IL22	BATF	34.34769751721137
PTPRCAP	TRAV8-3	34.33197079740205
CD3E	LCK	34.27686258617138
GNLY	KLRB1	34.22342682664343
CST7	CD74	34.19765245047137
IL22	TRBV4-1	34.12733418056748
IL32	TRBC1	34.05739021917296
HLA-DPA1	SRGN	34.03447379063402
TRBV4-1	TOX	33.874760775039256
SLC9A3R1	SYTL1	33.81156264607932
S100A4	TMSB4X	33.80276505012165
SLC9A3R1	TCF7	33.77831985826232
IL32	CD3D	33.7778362019623
GNLY	SLC9A3R1	33.73359279122136
LCK	CD247	33.73295297813541
CD3E	ZFP36L2	33.70302758847384
CD3E	TRAT1	33.5905695172456
DDIT4	CXCR4	33.376927446934424
C12orf75	GZMA	33.318718113141344
PTPRCAP	TMSB4X	33.31464820076769
IL32	ITM2A	33.25738215684603
CD3E	SLC9A3R1	33.04954853725501
CXCR4	DUSP2	33.02623434911753
LAIR2	KLRB1	32.802409904510064
CD3D	CD52	32.717113393696856
LAIR2	PGM2L1	32.70688811541183
TRBV4-1	CD82	32.61132547655861
TRBV4-1	ZAP70	32.57552447371046
IL22	DDIT4	32.485100180450395
CD69	RGS1	32.36324161743595
RGS1	IL7R	32.268636614691275
PTPRCAP	GNLY	32.25823674691821
SRGN	HLA-DRB5	32.14517637479082
CD3E	IL7R	32.064090734121876
CD69	IL22	32.0387302476149
TNFRSF4	TNFRSF25	32.02238364769772
PTPRCAP	TRBV4-1	31.925530861658533
SELL	GIMAP7	31.778279858512352
ACTB	HSPA8	31.691513531710804
CD3E	CD2	31.642966673712092
HSPA8	ACTB	31.570799813547744
IL32	LCK	31.526340918304204
IL32	TNFRSF25	31.288566643773112
CD52	LTB	31.23803380881008
LAT	CD3G	31.183112319775617
CD3E	TRBC2	31.171356716991845
SH2D2A	CD40LG	31.068594515462994
CD3D	CD2	31.00073858652953
S100A10	HLA-DRB1	30.96304901648721
IL32	LAT	30.929916235521958
ITM2A	ZFP36L2	30.869185005931353
CD96	IL22	30.81248098257837
SLC9A3R1	CD52	30.748497994016144
LAIR2	PTPRCAP	30.607705548811392
DUSP2	S100A10	30.54106719612994
CD69	HSPA8	30.518961905571306
CXCR4	RGS1	30.487626865529386
CD3E	RARRES3	30.487190800034117
ALOX5AP	ACTB	30.406420079532488
TRBV4-1	PGM2L1	30.347404848344617
BATF	ALOX5AP	30.315904938743454
LAIR2	SH2D2A	30.177780145460503
IL32	GATA3	30.03659511175807
TSPAN13	BATF	30.028820253430702
BATF	CD69	30.00000813413501
CD3E	TRAC	29.95621469103652
HSPA8	PTGER4	29.941618479446948
TMSB4X	SRGN	29.941340967733918
HLA-DQA1	IL7R	29.93074219210163
TRBV4-1	GZMA	29.864172820918146
C12orf75	SLC9A3R1	29.837272600774007
LAT	TRAT1	29.819314783813986
DUSP2	GIMAP7	29.73612424443223
TNFRSF4	APOBEC3G	29.7131750820432
IL32	CD82	29.68059053371728
PTPRCAP	LAT	29.662768784999084
IL22	PTGER4	29.616072472236535
IL32	GZMM	29.591408068984002
LCK	GZMA	29.553100195757718
CD52	EVL	29.52182894953496
CD3E	LAT	29.456767425833295
CD52	PTPRCAP	29.40702379477375
BATF	SLAMF1	29.273358617345284
TMSB4X	BIRC3	29.26181063218235
CD3E	SIT1	29.193653859774333
TRBV4-1	TCF7	29.023781711365068
TRBV4-1	TMSB4X	28.929635570853158
ITM2A	CD2	28.9287815835952
RGS1	PTGER4	28.904252194658415
LAIR2	ITM2A	28.897220688730958
CD3E	CLEC2D	28.886275840992077
GIMAP7	IL7R	28.743652239463362
PTPRCAP	LCK	28.67883910646482
CD3D	CD3G	28.668956770996726
IL32	CD3G	28.635179989770773
IL22	LAIR2	28.59794867652607
CD82	TNFRSF25	28.502006422306998
CD3E	CXCR3	28.45421642010725
IL32	RASAL3	28.397176768536497
CD82	ALOX5AP	28.360738749675736
TRBV4-1	ALOX5AP	28.357290907024744
IL32	SH2D1A	28.243343309469047
ACTB	HLA-DRB5	28.084845394227322
PTPRCAP	TRBC2	28.039546376402246
NBAS	TNFRSF18	27.98098726963026
RGS1	ZFP36L2	27.95270124820019
CD82	S100A4	27.86445057827672
HLA-DRB1	CST7	27.860866400260477
ACTB	HLA-DRB1	27.82692714713327
PTGER4	RGS1	27.8034997902741
PTPRCAP	RARRES3	27.760253214999167
PTPRCAP	PIM2	27.70096175523868
LAIR2	NBAS	27.687242393846958
LAIR2	TNFRSF25	27.618726133933137
GIMAP7	RARRES3	27.601379939684243
HLA-DRB5	CST7	27.529620801036884
CD69	RHOH	27.525526871446743
CD3E	C12orf75	27.506708575968513
HSPA8	RGS1	27.500203606273462
PTPRCAP	SEPT1	27.471081683642467
IL32	TIGIT	27.454645271689746
IL32	TOX	27.432712796792117
CD3E	IL32	27.391979165798755
ALOX5AP	PTPRCAP	27.333919101791995
TMSB10	C12orf75	27.328289748825203
SLC9A3R1	TC2N	27.23524243078134
CD82	CXCR3	27.213457233327674
PTPRCAP	GZMM	27.10167643033423
IL32	EVL	27.083396245386
CD52	RARRES3	27.068477370982286
S100A10	ACTB	27.058748173264735
TNFRSF4	IL7R	27.054813790088488
CD74	ACTB	27.04718701897857
GNLY	GZMM	26.80426507034944
CD3D	PTPRCAP	26.7881793192755
RHOH	CD69	26.77216513276197
LAIR2	ITK	26.538519575722127
CD69	DDIT4	26.451443064034176
TRBV4-1	GNLY	26.44817496398306
HSPA8	RHOH	26.432163557857464
CD3D	EVL	26.426980760991462
RHOH	SAMSN1	26.386684433015407
TMSB10	SRGN	26.355148315289043
SIT1	CD52	26.31228921297697
CD82	IL2RG	26.302266727490483
S100A10	CCL5	26.248859882320087
TNFRSF18	LAIR2	26.223278727143644
BATF	SH2D1A	26.183525748020898
BATF	TNFRSF18	26.177398179972915
CD82	LAIR2	26.107588460789398
IL22	DUSP2	26.094481476772536
TCF7	LTB	26.05132550274413
ACTB	SAMSN1	26.022768081115903
TRAV8-3	LTB	26.007878714399475
TMSB10	HLA-DRB1	26.00688183880974
SLC9A3R1	TRAT1	25.930385881791036
TRBV4-1	GZMM	25.89879175922753
ZAP70	CD3E	25.890635664827194
DUSP2	HLA-DRB5	25.805413649821705
IL22	SLAMF1	25.727723247201087
APOBEC3G	TNFRSF4	25.71890605022938
HSPA8	CD69	25.648689611760965
TRAV8-3	S100A4	25.552729653072937
SRGN	HLA-DRB1	25.523627477891505
GNLY	ZAP70	25.51038271716742
HSPA8	TAGAP	25.345055157011902
SRGN	CD74	25.305183651099657
TNFRSF18	APOBEC3G	25.250309812910736
IL32	CAMK4	25.209929044056675
CD52	SYTL1	25.149140238530734
C12orf75	SELL	25.116206293935665
ACTB	HLA-DPA1	25.089589110346
IL32	CXCR3	25.089420909773708
PTPRCAP	TMC8	25.085684462903487
SIT1	CD3G	25.07596056367472
LAIR2	CD69	25.06584207892858
IL32	APOBEC3G	25.065153204098024
CD74	S100A4	25.063116246898097
CD3G	CD3D	25.016309589204745
TMSB4X	IL32	25.00997139583842
EVL	CD3G	24.96319249271055
CCL5	IL7R	24.959689338381406
EVL	LCK	24.951478107173763
PTPRCAP	ISG20	24.944637299855955
DUSP2	CCL5	24.900231727771306
PTPRCAP	SLC38A1	24.871878637464263
HSPA8	GATA3	24.870826823760762
PTPRCAP	ZFP36L2	24.862527914152476
IL32	S100A10	24.849520749294204
CD3D	SEPT1	24.82904161231626
CXCR3	LTB	24.818431492696348
LCK	LIME1	24.77024282844309
CD82	TNFRSF4	24.766252949427315
LAIR2	BATF	24.740537913972183
EVL	GIMAP7	24.732292820576713
CD96	CD40LG	24.711059010510763
SAMSN1	CD40LG	24.70932931594407
CD3E	SLC38A1	24.698626471430867
LAIR2	TMSB4X	24.67756512059812
TRBV4-1	S100A4	24.671226730301168
IL32	ISG20	24.63716112806694
GZMA	C12orf75	24.53421330081259
PTPRCAP	S100A4	24.522872627633973
CD247	ISG20	24.510093212624472
GNLY	SH2D2A	24.479733475017326
HSPA8	SLC38A1	24.41047412197195
CD52	TMSB4X	24.371502227436142
PTPRCAP	CD3G	24.3674057021575
LAIR2	GZMM	24.26351531041214
IL32	CD28	24.186942325763773
TMSB10	SELL	24.157033846202005
CD3D	GZMA	24.13798870464048
BATF	RGS1	24.082702179971147
TIGIT	TRBV4-1	24.059944821493925
TRAV8-3	CXCR3	24.045525286549818
TSPAN13	HSPA8	24.0449459685956
LTB	TCF7	24.030223526337142
CD52	SIT1	24.022363900085523
TMSB4X	HLA-DPA1	24.02015488834897
IL32	PIM2	24.002270331510925
CD3E	SKAP1	23.966702762167582
SLC9A3R1	LAT	23.941600987460166
ACTB	BIRC3	23.919342247663185
TRBV4-1	NBAS	23.896974031021724
SLC9A3R1	LIME1	23.82709894622938
LCK	SEPT1	23.82415845492481
NBAS	S100A4	23.822525675125735
TSPAN13	RHOH	23.80045378929811
TMSB10	HLA-DQA1	23.739777402678882
CD3E	PIM2	23.726340435403444
GATA3	SLC38A1	23.711386552931657
PTPRCAP	LIME1	23.627677952990364
EVL	SYTL1	23.625065390195182
CD3E	TC2N	23.603669079914987
GNLY	CXCR3	23.46116289227637
HLA-DRB1	DUSP2	23.44293713340019
S100A4	CCL5	23.400669751981024
CD3D	LCK	23.39510230751709
NBAS	CD40LG	23.317904163544647
CD3E	TRAV8-3	23.309180490235157
TNFRSF25	TNFRSF4	23.30814979854089
HSPA8	ZFP36L2	23.273185711065246
IL22	CXCR4	23.189783201590142
IL32	TMSB10	23.187898291353807
GNLY	APOBEC3G	23.1758773306407
NBAS	ITM2A	23.170031554120747
ZAP70	CD52	23.12534010816884
CD82	TRBV4-1	23.071196649800786
C12orf75	GIMAP7	23.05359277065114
IL32	SIT1	23.047897526662986
ACTB	DUSP2	23.045114887020855
BATF	TOX	23.029736937387582
CD3E	IL2RG	23.017654226884737
CD52	KIAA1551	22.99424197831021
PTPRCAP	PTPN7	22.958821474874785
ZAP70	CD3D	22.941038617556895
TNFRSF25	GATA3	22.937853266622497
CCL5	KLRB1	22.909486176135854
SLC9A3R1	TMSB10	22.879639568213236
CD3E	LY9	22.82251641318202
ZAP70	IKZF3	22.75885602799481
PTPRCAP	SLC9A3R1	22.731779831277155
S100A4	ALOX5AP	22.710961611170557
CD40LG	CD3E	22.70754894559435
S100A4	BIRC3	22.701152017761842
CD69	TAGAP	22.69166148317257
DUSP2	SELL	22.68869142550399
LAIR2	TSPAN13	22.68851564853064
IL32	ITK	22.581132439513645
TSPAN13	TRBV4-1	22.48067891897576
CD3D	TC2N	22.468120105366996
CD40LG	GATA3	22.463936865219534
LAIR2	RHOH	22.43404973020692
CD82	TIGIT	22.429967815460305
TNFRSF18	CD82	22.415803327429487
TRBV4-1	KLRB1	22.39065926176485
SRGN	TMSB10	22.330787900044722
CD3E	CD28	22.29524004231096
IL32	LTB	22.29397416359929
LAT	SIT1	22.233797665297804
BATF	IL22	22.199715641856482
GNLY	IL2RG	22.15570044069406
GNLY	PTPRCAP	22.136118043057625
EVL	TRAC	22.134182809170305
LAT	LCK	22.10994542069633
S100A10	TMSB4X	22.030682222867135
PTGER4	HSPA8	22.02644604075346
IL32	TC2N	22.0174127278046
IL32	TRAV8-3	21.9388304522927
PTPRCAP	TRAC	21.916205149188414
TSPAN13	SLAMF1	21.814528419577087
CD3D	TRAT1	21.78388858637524
CD82	CCL5	21.773668072637413
ACTB	CST7	21.761274129779455
TMSB4X	CD52	21.750512158495912
CST7	CXCR4	21.710568591742575
LAIR2	TIGIT	21.695685006104572
DUSP2	IL7R	21.694370900486174
BIRC3	DUSP2	21.635402595864136
PTPRCAP	CD247	21.601448030933067
CD52	SLC9A3R1	21.57800617631326
PTPRCAP	KIAA1551	21.576771056987024
ACTB	HLA-DQA1	21.54615407731462
CD3E	CD96	21.48318872687221
TRBV4-1	LY9	21.468957334756563
TMSB10	HLA-DPA1	21.45892363648349
PTPRCAP	RASAL3	21.409315969101506
PGM2L1	LAIR2	21.3885843770997
EVL	CD247	21.367536986835596
IL32	CD247	21.327422434470975
PGM2L1	ITK	21.231365891143863
EVL	TC2N	21.13317581107262
TSPAN13	TIGIT	21.101449170632385
LAIR2	TRBC1	21.08677928352261
GATA3	ZFP36L2	21.081884912516614
PTPRCAP	SKAP1	21.05451738128169
GNLY	IL32	20.9986849392546
LAIR2	HSPA8	20.976299834749387
IL32	SLC38A1	20.95382620997943
HLA-DRB5	DUSP2	20.95141801449372
HSPA8	DUSP2	20.854528857363874
BATF	TSPAN13	20.842062025776986
GZMA	ISG20	20.84004365953563
CCL5	RARRES3	20.806887372352424
TMSB4X	ALOX5AP	20.796226280190467
TRBV4-1	CD96	20.753331847902157
LAIR2	TRAV8-2	20.73617680025243
CD3E	ALOX5AP	20.715197841306715
ALOX5AP	CD3D	20.70655627457549
LAT	SEPT1	20.669950586470932
TNFRSF25	TNFRSF18	20.66778091871795
ALOX5AP	ZFP36L2	20.638746793627483
PTPRCAP	CD2	20.558966990764507
KIAA1551	GIMAP7	20.54293848840741
CD3E	KIAA1551	20.541359206432066
ITM2A	SLC38A1	20.51652214895641
LAIR2	SLAMF1	20.49432239125144
SLC9A3R1	TMC8	20.491782374322284
LCK	CLEC2D	20.40840728515995
GNLY	TNFRSF18	20.34448813379671
LAT	EVL	20.338051472076028
PTPRCAP	CD28	20.32914987550114
PTPRCAP	IKZF3	20.32247783985984
TSPAN13	PTPRCAP	20.319362765154132
IL32	TRBC2	20.30402885966102
TRBV4-1	CD2	20.300818982715306
TNFRSF18	GNLY	20.283787216819363
CXCR4	DDIT4	20.277130960829545
ITM2A	NBAS	20.206129669259195
CD3E	CAMK4	20.19218622138269
TMSB10	SLC9A3R1	20.18926216332389
CD82	ACTB	20.143953185178045
TCF7	SLC9A3R1	20.120589286043664
LAIR2	RASAL3	20.10593816253868
CD52	SELL	20.076018757434806
CD3E	TUBA4A	20.045760694706082
LCK	RARRES3	20.01159296052462
DDIT4	RGS1	20.011397030584458
CD3E	CD247	20.001676931458935
TSPAN13	SH2D1A	19.97627498427117
CD3D	ISG20	19.96899534974983
CD69	CD40LG	19.95845310738574
TRBV4-1	SH2D2A	19.93589289497646
CD3D	SIT1	19.934166860071485
ITM2A	ALOX5AP	19.905016768159395
TMSB10	CD52	19.86618805099626
IL22	NBAS	19.831988894797746
TRBV4-1	BATF	19.778713410617485
CAMK4	IL7R	19.767615347422876
PTPRCAP	TRBC1	19.749601429656895
TNFRSF4	SH2D2A	19.72036410777578
HLA-DRB5	ACTB	19.717298908635527
IL32	TRAV8-2	19.70536220915033
RHOH	TSPAN13	19.68743386981449
CD74	TMSB4X	19.554050306599706
CD3E	ISG20	19.518350799590202
GIMAP7	CD52	19.472134817216485
SH2D2A	GNLY	19.42251809131396
CD3G	TRBC2	19.41418501960405
HLA-DRB5	S100A4	19.411805088103375
CD82	HSPA8	19.368813089822766
CD3G	GZMA	19.244566705359887
PTPRCAP	TRAV8-2	19.20525975306817
C12orf75	RARRES3	19.200273113594356
CD3G	TRAC	19.168863918455934
HSPA8	TSPAN13	19.166498077536378
NBAS	SH2D1A	19.12584175328909
IL22	TSPAN13	19.12258429481887
S100A4	IL32	19.09879690562238
CD52	TMC8	19.094693290317167
NBAS	CD69	19.084686524392946
CD3E	CD82	19.083205098170833
BATF	DDIT4	19.082582959419423
CD74	IL7R	19.055425678879455
LAIR2	TNFRSF4	19.023224672426096
CD40LG	CD69	19.022269522562812
ALOX5AP	CD3E	19.012299550315017
HSPA8	TUBA4A	19.00301918167752
IL7R	CST7	18.97568795580388
GIMAP7	C12orf75	18.974929725178985
SRGN	S100A10	18.972034736384273
ISG20	GZMA	18.95071092000875
HSPA8	SH2D1A	18.940818014835436
GATA3	CAMK4	18.928057257603534
SRGN	ACTB	18.923601151590947
TMSB4X	SAMSN1	18.923228239635456
SLC9A3R1	CLEC2D	18.895384681455717
IL22	SH2D2A	18.89470184100713
IL32	TNFRSF18	18.882410180430806
EVL	TMC8	18.85234753154695
PTPRCAP	TIGIT	18.84417340417718
RARRES3	GIMAP7	18.811128802142925
LCK	TC2N	18.78197850176875
CD3D	LAT	18.77041185953262
EVL	SLC9A3R1	18.721973788223792
ZFP36L2	IL7R	18.71897642496169
IL32	LY9	18.712862796306567
TRBV4-1	ACTB	18.706982943749562
CD3G	CD52	18.663369194760467
CD3D	IL32	18.648496306210387
SH2D2A	KLRB1	18.631329414742016
TMSB4X	HLA-DQA1	18.621133384433886
TRBV4-1	TRBC1	18.59091168992734
CD3E	SYTL1	18.561544594341967
IL32	SH2D2A	18.561023645346197
CD3D	SKAP1	18.5546140463617
TSPAN13	TRAV8-3	18.552116936699107
CD3D	TRAC	18.509927507387133
IL32	RARRES3	18.493251412949434
TRBV4-1	SLAMF1	18.483876657017902
CD2	CD3D	18.43208919126434
TNFRSF4	IL22	18.42096436149999
CD3E	GZMM	18.42054557084259
C12orf75	LCK	18.400413025240084
CD40LG	CD52	18.390941137281605
TRBV4-1	SKAP1	18.387559243025596
LTB	PIM2	18.35092287991091
PGM2L1	BATF	18.332691534870357
LAIR2	SKAP1	18.327605259271433
CD3D	ZFP36L2	18.321524801384545
IL32	TRAC	18.254558736381664
BATF	HSPA8	18.24384685011812
LCK	C12orf75	18.23565324880707
NBAS	TRBV4-1	18.14883794872696
KLRB1	TRBC1	18.14782791513347
RHOH	DUSP2	18.11093169991988
TNFRSF18	SH2D2A	18.097015576696958
TNFRSF4	CD82	18.090177162930715
TSPAN13	KLRB1	18.08787508364091
GNLY	TRAV8-2	18.076889407378008
IL22	TIGIT	18.073231898840497
TRAV8-3	IL32	18.067168977112164
TRAV8-3	LY9	18.061773775533133
ZAP70	SKAP1	18.045301862926372
IL22	ITK	18.031919524646995
RARRES3	CCL5	18.00560661610124
ITM2A	SH2D1A	17.98692164656784
TSPAN13	PGM2L1	17.977383198571253
IL32	TCF7	17.96277238252773
CD52	GATA3	17.9625944733432
IL32	SLAMF1	17.946562726448796
PTPRCAP	LY9	17.934258371850486
BIRC3	DDIT4	17.92973893213759
TRBV4-1	SH2D1A	17.89123736432735
GZMA	LCK	17.884698106548587
TNFRSF4	LAIR2	17.864189859422147
GZMM	CCL5	17.850855290700714
BIRC3	SLAMF1	17.817986297329288
CD3E	HSPA8	17.8052259886953
LAT	TUBA4A	17.801931465567414
RGS1	HSPA8	17.769522218693172
ALOX5AP	CD52	17.75714061355224
ALOX5AP	NBAS	17.743024387716407
PGM2L1	TRBV4-1	17.739846736223033
EVL	LTB	17.724848037422948
CD3E	PTPN7	17.711610069317622
CD3D	TRBC2	17.710103887484955
NBAS	DDIT4	17.704222911495574
TNFRSF18	NBAS	17.66361971321426
SLC9A3R1	CD3G	17.63121737154482
TRAV8-3	GNLY	17.612848404128684
IL32	CD96	17.611650843219483
TNFRSF18	IL7R	17.578963935737004
TMSB4X	RGS1	17.497207458549
SLC9A3R1	TUBA4A	17.475379429260105
EVL	TRBC2	17.474100896277044
CD52	C12orf75	17.47301453893529
BATF	IL7R	17.42146132115098
CD247	CCL5	17.380245898200258
LAT	CD2	17.372349992776385
LAT	CD52	17.364013736892222
TMSB4X	HSPA8	17.330107390441857
CD3E	S100A4	17.281358046792096
CD3E	TMC8	17.278755549840593
TIGIT	GNLY	17.267414958203304
HSPA8	CD96	17.26224490301261
TMSB10	TUBA4A	17.253550693499417
CD3D	APOBEC3G	17.226603778669975
TMSB4X	PTPRCAP	17.218538700208995
KLRB1	GNLY	17.21102506757982
TRBV4-1	IL2RG	17.183414191732247
TMSB10	GNLY	17.17290587844902
CD52	LIME1	17.172415809272273
ACTB	SELL	17.136752235249435
DUSP2	CD74	17.1257511365943
CD52	PIM2	17.054563758580624
LIME1	ISG20	16.99507827849921
IL22	PGM2L1	16.98987521018066
PTPRCAP	CD96	16.959149480578212
CST7	HLA-DRB5	16.94547695547866
NBAS	PGM2L1	16.944180638045054
LAT	CLEC2D	16.933055853361488
PTPRCAP	CD82	16.93222839011686
DUSP2	CD69	16.8992361670579
TRAV8-3	PTPRCAP	16.884533897050094
IL32	TMC8	16.85197638658254
IL32	SELL	16.827401784348687
CD3E	ZAP70	16.82005765056825
ALOX5AP	TMSB4X	16.819365107302843
RHOH	CXCR4	16.805961978348577
TNFRSF18	BATF	16.799871527755975
HSPA8	ITM2A	16.776605360713884
