Gene1	Gene2	Score
JCHAIN	IGHV4-39	0.570266684792104
JCHAIN	IGKV1D-33	0.569716146077399
PPBP	IGHV4-59	0.568925749455391
JCHAIN	IGKV1-33	0.568105928103447
JCHAIN	IGLV2-11	0.565077503855563
IGHG3	IGKV3-20	0.561929706280046
JCHAIN	IGKV1-9	0.560444369559861
IGKV2D-28	IGKV3-20	0.55365081754092
IGHG3	IGKV2D-28	0.552621384797757
IGHV4-59	TPSAB1	0.544128977549223
JCHAIN	IGHV3-48	0.537573950602551
IGHV4-61	IGHG2	0.533209632836886
IGHV4-61	IGKV2D-28	0.524997888165033
IGHV4-39	JCHAIN	0.521337134904841
IGHV4-61	IGKV3-20	0.516937093304416
IGHV3-64D	IGHV4-61	0.516317311162271
IGHA1	IGHV5-10-1	0.515891860539494
IGHA1	IGHV3-64D	0.515891860539233
IGHV3-64D	PPBP	0.507348451702777
IGKV3-20	IGHGP	0.507127379908781
IGKV2D-29	IGHV4-61	0.505616305203218
IGHA1	IGKV2D-29	0.505174389404453
IGHV4-39	IGHV4-61	0.504823155324708
IGHV4-39	IGHA1	0.504370648203952
IGHA1	IGHV4-39	0.504370648203952
IGKV1D-33	IGHV4-61	0.504326503576687
IGHA1	IGKV1D-33	0.503884183678658
IGKV1-33	IGHV4-61	0.502902628609979
IGHA1	IGKV1-33	0.502459954639786
IGLV2-11	IGHV4-61	0.500251682040188
IGKV3-20	IGHG2	0.49979089714363
IGLV2-11	IGHA1	0.499779999163256
IGHA1	IGLV2-11	0.499779999163256
IGKV2D-29	PPBP	0.496780063794045
IGKV1-9	IGHV4-61	0.496164879197816
IGHV4-39	PPBP	0.495977000305308
IGKV1-9	IGHA1	0.495681516547545
IGKV1D-33	PPBP	0.495509576534392
PPBP	IGHG2	0.494644826987811
IGKV1-33	PPBP	0.494107217539008
IGHA1	JCHAIN	0.491915465586757
JCHAIN	IGHA1	0.491915465586757
IGLV2-11	PPBP	0.491436600492471
IGHV5-10-1	IGHV4-61	0.489138060124193
IGHV5-10-1	IGHA1	0.48864858712472
IGKV1-9	PPBP	0.487389086321579
PPBP	IGKV2D-28	0.486903466296695
IGKV3-20	IGHG3	0.484164455566613
IGHV5-10-1	PPBP	0.480459256316323
PPBP	IGKV3-20	0.479642932393319
IGHV3-48	IGHV4-61	0.475901656821255
IGHV3-48	IGHA1	0.475454700783122
IGHV3-64D	TPSAB1	0.472851120448903
PPBP	IGHGP	0.471271479773541
IGHV4-59	IGHA1	0.471227990547407
IGKV3-20	IGKV2D-28	0.46829451631377
IGHV3-48	PPBP	0.467519377885204
IGKV2D-29	TPSAB1	0.462966394769791
IGHV4-39	TPSAB1	0.462202396346606
IGKV1D-33	TPSAB1	0.461780267577683
IGKV1-33	TPSAB1	0.460471151775659
IGHV4-59	PPBP	0.458706600043592
JCHAIN	IGHG2	0.458682163527642
IGLV2-11	TPSAB1	0.45793901764094
IGKV1-9	TPSAB1	0.454145921386332
PPBP	IGHG3	0.452852649954186
IGHV3-64D	JCHAIN	0.452451671208163
JCHAIN	IGKV2D-28	0.451530674255448
IGHV5-10-1	TPSAB1	0.447670841996522
JCHAIN	IGKV3-20	0.444750450474664
IGKV2D-29	JCHAIN	0.443057715653338
IGKV1D-33	JCHAIN	0.441926492002428
IGKV1-33	JCHAIN	0.440677739449376
IGLV2-11	JCHAIN	0.438334212832204
JCHAIN	IGHGP	0.437028781174466
IGHV3-48	TPSAB1	0.435654497497268
IGKV1-9	JCHAIN	0.434743042186635
IGHA1	IGKV1-9	0.431108790172562
IGHV5-10-1	JCHAIN	0.428577586134507
IGKV2D-29	IGHG2	0.42683102712384
PPBP	IGHV4-61	0.425654818986158
IGHV3-64D	IGHA1	0.42026448174466
JCHAIN	IGHG3	0.419948726079082
IGHV3-48	JCHAIN	0.416999215249225
IGHG3	IGHV3-64D	0.414551389693763
IGKV1D-33	IGHA1	0.410464570520499
TPSAB1	IGHV5-10-1	0.410430934903994
IGKV1-33	IGHA1	0.409303312488485
IGHV4-61	TPSAB1	0.407009224712712
IGHG2	IGHV4-61	0.40619965329562
IGHA1	IGHG2	0.405672388205691
IGHG3	IGKV1D-33	0.40489197861591
IGHG3	IGKV1-33	0.403746922431235
IGHG2	PPBP	0.398737949615592
IGHA1	IGKV3-20	0.393352507380294
IGHV4-61	IGHA1	0.391322056288345
IGHA1	IGHGP	0.386519724039601
IGHA1	IGHV3-48	0.383872305014314
IGHA1	IGKV2D-28	0.38004016506837
IGHGP	PPBP	0.3798706556345
PPBP	TPSAB1	0.376791724027612
IGHA1	IGHG3	0.371413636013004
IGHG2	TPSAB1	0.371359534722825
IGHGP	IGHV3-64D	0.366661429434214
PPBP	JCHAIN	0.365762902687344
IGKV3-20	IGHV4-61	0.365494089042439
IGHG3	PPBP	0.365023495474735
IGKV2D-28	PPBP	0.359315226814355
IGHGP	IGKV1D-33	0.358104311535832
IGHGP	IGKV1-33	0.357090759288413
IGHG2	JCHAIN	0.355828499917187
IGHGP	TPSAB1	0.353736002929338
JCHAIN	TPSAB1	0.349568255840955
IGHV4-61	PPBP	0.343130725643618
IGHG3	TPSAB1	0.339909161223056
IGHGP	JCHAIN	0.339037310096454
IGKV2D-28	TPSAB1	0.334446239026041
IGHG2	IGHA1	0.330345961646304
PPBP	IGHA1	0.326769363853489
IGHG3	JCHAIN	0.325787127959657
TPSAB1	IGKV3-20	0.321358109417057
IGKV3-20	PPBP	0.321316392278081
IGKV2D-28	JCHAIN	0.320822786849705
IGKV2D-28	IGHV3-64D	0.307011166856689
IGKV3-20	IGHA1	0.304154389939059
IGKV2D-28	IGKV1-9	0.302242765716476
IGKV2D-28	IGKV2D-29	0.3005758847711
IGKV2D-28	IGHV4-39	0.300072116944989
IGKV2D-28	IGHV4-59	0.299868212161669
IGKV2D-28	IGKV1D-33	0.299804752860026
IGKV3-20	TPSAB1	0.299104475142754
IGKV2D-28	IGKV1-33	0.298953725813083
IGKV2D-28	IGLV2-11	0.297288250854672
JCHAIN	PPBP	0.294737368163506
TPSAB1	IGKV2D-28	0.290115549788593
IGKV3-20	JCHAIN	0.286870706068953
IGKV2D-28	IGHV3-48	0.279767974865504
IGHGP	IGHV4-59	0.274685882303445
IGKV2D-28	IGHV4-61	0.27070353647323
IGHV5-10-1	IGHV4-59	0.270309178570417
IGHA1	IGHV4-61	0.265846229447625
IGHA1	PPBP	0.26066323667596
IGHA1	TPSAB1	0.242568742398205
IGKV2D-28	IGHGP	0.242069852296404
IGKV2D-28	IGHG2	0.240982835252017
IGHGP	IGHA1	0.23665326969491
IGHGP	IGHV4-39	0.223570847039794
IGKV1-33	IGKV1-9	0.222398396353528
IGHGP	IGLV2-11	0.221493461600967
IGKV1-33	IGHV4-39	0.22080114871612
IGKV2D-28	IGHG3	0.220548759117214
IGHGP	IGKV1-9	0.219648719940941
IGKV1-33	IGLV2-11	0.218790337273274
IGHGP	IGHV3-48	0.210716156893923
TPSAB1	PPBP	0.206394539584378
IGKV1-33	IGHV3-48	0.205922725055968
IGKV1-33	IGHV4-59	0.20423473111218
IGKV3-20	IGKV1-9	0.203931688104226
IGKV3-20	IGHV4-39	0.202467102362994
IGKV3-20	IGLV2-11	0.200571127638264
IGKV1D-33	IGHV3-48	0.20013053706931
IGKV3-20	IGHV3-48	0.192453775571357
IGKV3-20	IGHV4-59	0.187148322996128
IGKV2D-28	IGHA1	0.184924243214232
TPSAB1	JCHAIN	0.184622693606731
TPSAB1	IGKV1D-33	0.182201980015356
IGHV4-39	IGHV4-59	0.180802890767025
IGHG3	IGHV4-39	0.18060613524135
IGHG3	IGKV1-9	0.179425682294849
IGLV2-11	IGHV4-59	0.179135714461818
IGHG3	IGLV2-11	0.178915515801274
IGKV1-9	IGHV4-59	0.177652311343568
IGHG2	IGHV4-59	0.17584181235503
IGHG3	IGHV4-59	0.175108059838499
TPSAB1	IGHG2	0.174302126778411
TPSAB1	IGKV2D-29	0.174302126778385
IGHG3	IGHA1	0.173452059621799
IGHV3-48	IGHV4-59	0.170418455782551
IGHG3	IGHV3-48	0.170210891019589
TPSAB1	IGHV3-48	0.163096000540621
IGHV4-39	IGKV1-9	0.163061039885175
IGHV4-39	IGHV3-48	0.15641614662209
IGHA1	IGHV4-59	0.154267111054451
IGHG2	IGHV4-39	0.154235701712171
IGHG2	IGLV2-11	0.152783783595792
IGHG2	IGKV1-9	0.151498761010621
IGKV2D-29	IGHA1	0.149222849429932
IGHG2	IGHV3-48	0.1453511427114
TPSAB1	IGHGP	0.131364988644622
TPSAB1	IGLV2-11	0.125912231943447
TPSAB1	IGHG3	0.123764587795804
IGHV3-64D	IGKV1-9	0.121099641551425
IGKV1D-33	IGKV1-9	0.118246899739183
IGLV2-11	IGKV1-9	0.117241804517761
TPSAB1	IGHA1	0.112887080237616
IGHV3-64D	IGLV2-11	0.0893805845583674
IGKV2D-29	IGLV2-11	0.0874897596293805
IGKV1D-33	IGLV2-11	0.0872642544720692
IGKV2D-29	IGHV3-48	0.0289812617071631
IGLV2-11	IGHV3-48	0.0239120779506305
TPSAB1	IGHV4-59	-0.00198583854176604
TPSAB1	IGHV4-61	-0.00193155305632137
TPSAB1	IGKV1-33	-0.00166569595308441
TPSAB1	IGKV1-9	-0.00108525484803439
TPSAB1	IGHV4-39	-0.000959541160648488
TPSAB1	IGHV3-64D	-0.000697037348696497
IGKV1D-33	IGHV4-59	-0.000579784720807019
IGKV2D-29	IGHV4-59	-0.000575288459576353
IGKV2D-29	IGKV1D-33	-0.000510537726270915
IGHV3-64D	IGHV4-59	-0.000486920195973311
IGKV2D-29	IGKV1-33	-0.000482544597064944
IGHV3-64D	IGHV3-48	-0.000369900880069
IGKV2D-29	IGKV1-9	-0.00031439342959778
IGKV1D-33	IGHV4-39	-0.00028014729910248
IGKV2D-29	IGHV4-39	-0.000277974741953923
IGHV3-64D	IGHV4-39	-0.000235275909980032
IGKV2D-29	IGHV3-64D	-0.000201928572824541
